transaksi_id,produk_id,jumlah,harga_satuan,nilai
T0047204,P09,1,15000,15000
T0047205,P02,1,18000,18000
T0047206,P07,1,24000,24000
T0047206,P10,1,20000,20000
T0047207,P03,1,25000,25000
T0047207,P08,2,18000,36000
T0047207,P05,1,15000,15000
T0047207,P02,2,18000,36000
T0047208,P12,1,14000,14000
T0047208,P07,1,24000,24000
T0047209,P04,1,25000,25000
T0047210,P08,1,18000,18000
T0047211,P12,1,14000,14000
T0047211,P03,1,25000,25000
T0047211,P10,1,20000,20000
T0047212,P04,1,25000,25000
T0047212,P13,1,12000,12000
T0047213,P08,1,18000,18000
T0047213,P04,2,25000,50000
T0047214,P07,1,24000,24000
T0047215,P05,1,15000,15000
T0047215,P04,1,25000,25000
T0047215,P07,1,24000,24000
T0047216,P08,1,18000,18000
T0047217,P03,1,25000,25000
T0047218,P09,3,15000,45000
T0047219,P10,2,20000,40000
T0047219,P03,1,25000,25000
T0047219,P01,2,22000,44000
T0047219,P08,1,18000,18000
T0047220,P13,1,12000,12000
T0047221,P07,1,24000,24000
T0047222,P02,1,18000,18000
T0047222,P04,1,25000,25000
T0047223,P05,1,15000,15000
T0047224,P06,1,28000,28000
T0047224,P01,1,22000,22000
T0047224,P03,2,25000,50000
T0047225,P02,1,18000,18000
T0047225,P01,1,22000,22000
T0047226,P05,1,15000,15000
T0047226,P03,1,25000,25000
T0047226,P07,1,24000,24000
T0047226,P04,1,25000,25000
T0047227,P06,1,28000,28000
T0047227,P13,1,12000,12000
T0047227,P03,1,25000,25000
T0047227,P01,1,22000,22000
T0047228,P03,1,25000,25000
T0047229,P02,1,18000,18000
T0047229,P07,1,24000,24000
T0047230,P07,2,24000,48000
T0047231,P07,1,24000,24000
T0047232,P08,1,18000,18000
T0047232,P07,2,24000,48000
T0047233,P05,1,15000,15000
T0047234,P08,3,18000,54000
T0047234,P06,2,28000,56000
T0047234,P02,2,18000,36000
T0047235,P09,3,15000,45000
T0047236,P02,2,18000,36000
T0047237,P04,1,25000,25000
T0047238,P01,1,22000,22000
T0047239,P08,1,18000,18000
T0047240,P06,1,28000,28000
T0047241,P06,1,28000,28000
T0047242,P08,1,18000,18000
T0047243,P03,1,25000,25000
T0047243,P08,2,18000,36000
T0047243,P05,2,15000,30000
T0047244,P02,1,18000,18000
T0047244,P06,1,28000,28000
T0047244,P07,1,24000,24000
T0047244,P01,1,22000,22000
T0047245,P08,2,18000,36000
T0047245,P05,2,15000,30000
T0047245,P03,1,25000,25000
T0047246,P02,1,18000,18000
T0047246,P03,2,25000,50000
T0047246,P04,1,25000,25000
T0047247,P06,1,28000,28000
T0047248,P07,1,24000,24000
T0047248,P04,1,25000,25000
T0047249,P06,1,28000,28000
T0047249,P05,1,15000,15000
T0047250,P04,1,25000,25000
T0047251,P07,1,24000,24000
T0047251,P01,1,22000,22000
T0047252,P06,1,28000,28000
T0047253,P01,2,22000,44000
T0047253,P04,1,25000,25000
T0047254,P10,1,20000,20000
T0047254,P02,2,18000,36000
T0047255,P04,3,25000,75000
T0047255,P01,1,22000,22000
T0047256,P03,1,25000,25000
T0047256,P05,2,15000,30000
T0047256,P01,3,22000,66000
T0047257,P05,1,15000,15000
T0047258,P12,1,14000,14000
T0047259,P08,1,18000,18000
T0047259,P07,1,24000,24000
T0047260,P13,1,12000,12000
T0047261,P06,1,28000,28000
T0047261,P11,1,35000,35000
T0047261,P07,3,24000,72000
T0047261,P04,2,25000,50000
T0047262,P01,1,22000,22000
T0047262,P07,1,24000,24000
T0047263,P11,1,35000,35000
T0047263,P07,2,24000,48000
T0047263,P04,1,25000,25000
T0047264,P05,1,15000,15000
T0047265,P05,1,15000,15000
T0047265,P03,1,25000,25000
T0047265,P04,2,25000,50000
T0047266,P05,1,15000,15000
T0047267,P09,1,15000,15000
T0047268,P02,1,18000,18000
T0047269,P03,1,25000,25000
T0047269,P05,1,15000,15000
T0047269,P06,1,28000,28000
T0047270,P07,1,24000,24000
T0047270,P01,1,22000,22000
T0047270,P05,1,15000,15000
T0047270,P08,1,18000,18000
T0047271,P01,1,22000,22000
T0047272,P08,1,18000,18000
T0047273,P07,1,24000,24000
T0047274,P03,3,25000,75000
T0047274,P06,1,28000,28000
T0047274,P10,2,20000,40000
T0047275,P01,1,22000,22000
T0047276,P02,2,18000,36000
T0047276,P05,1,15000,15000
T0047277,P01,1,22000,22000
T0047278,P08,1,18000,18000
T0047278,P09,1,15000,15000
T0047279,P03,1,25000,25000
T0047279,P08,2,18000,36000
T0047279,P06,1,28000,28000
T0047279,P09,1,15000,15000
T0047280,P07,1,24000,24000
T0047281,P12,2,14000,28000
T0047281,P03,1,25000,25000
T0047282,P08,1,18000,18000
T0047282,P01,1,22000,22000
T0047283,P08,1,18000,18000
T0047283,P06,3,28000,84000
T0047284,P01,1,22000,22000
T0047285,P02,1,18000,18000
T0047285,P12,1,14000,14000
T0047286,P01,1,22000,22000
T0047287,P04,2,25000,50000
T0047288,P06,1,28000,28000
T0047288,P05,1,15000,15000
T0047289,P04,1,25000,25000
T0047289,P02,1,18000,18000
T0047290,P13,1,12000,12000
T0047290,P08,1,18000,18000
T0047290,P01,1,22000,22000
T0047291,P07,1,24000,24000
T0047291,P02,2,18000,36000
T0047291,P01,1,22000,22000
T0047291,P10,2,20000,40000
T0047292,P02,1,18000,18000
T0047292,P04,1,25000,25000
T0047293,P04,1,25000,25000
T0047293,P06,1,28000,28000
T0047293,P05,1,15000,15000
T0047294,P13,1,12000,12000
T0047294,P11,1,35000,35000
T0047295,P05,1,15000,15000
T0047295,P08,2,18000,36000
T0047295,P03,1,25000,25000
T0047296,P07,1,24000,24000
T0047297,P03,1,25000,25000
T0047297,P05,1,15000,15000
T0047297,P06,1,28000,28000
T0047298,P03,1,25000,25000
T0047298,P04,1,25000,25000
T0047298,P05,1,15000,15000
T0047299,P04,1,25000,25000
T0047299,P01,1,22000,22000
T0047299,P02,1,18000,18000
T0047299,P05,1,15000,15000
T0047300,P03,1,25000,25000
T0047300,P04,1,25000,25000
T0047301,P04,1,25000,25000
T0047302,P11,1,35000,35000
T0047302,P02,1,18000,18000
T0047302,P04,2,25000,50000
T0047303,P01,1,22000,22000
T0047304,P08,1,18000,18000
T0047304,P02,1,18000,18000
T0047304,P13,2,12000,24000
T0047304,P05,2,15000,30000
T0047305,P05,2,15000,30000
T0047306,P04,1,25000,25000
T0047307,P02,2,18000,36000
T0047307,P05,1,15000,15000
T0047307,P06,1,28000,28000
T0047308,P08,1,18000,18000
T0047308,P03,1,25000,25000
T0047308,P02,1,18000,18000
T0047308,P04,2,25000,50000
T0047309,P04,1,25000,25000
T0047310,P04,1,25000,25000
T0047311,P08,1,18000,18000
T0047312,P07,1,24000,24000
T0047312,P04,1,25000,25000
T0047313,P03,1,25000,25000
T0047314,P02,1,18000,18000
T0047315,P04,1,25000,25000
T0047316,P04,1,25000,25000
T0047317,P05,1,15000,15000
T0047317,P02,1,18000,18000
T0047317,P03,1,25000,25000
T0047318,P07,2,24000,48000
T0047318,P05,2,15000,30000
T0047318,P09,2,15000,30000
T0047318,P02,1,18000,18000
T0047319,P04,1,25000,25000
T0047320,P07,2,24000,48000
T0047321,P04,1,25000,25000
T0047321,P05,2,15000,30000
T0047321,P01,1,22000,22000
T0047322,P01,1,22000,22000
T0047322,P03,1,25000,25000
T0047323,P01,3,22000,66000
T0047324,P05,1,15000,15000
T0047325,P02,1,18000,18000
T0047325,P01,1,22000,22000
T0047326,P03,2,25000,50000
T0047326,P07,1,24000,24000
T0047327,P01,1,22000,22000
T0047328,P05,1,15000,15000
T0047328,P02,1,18000,18000
T0047328,P12,2,14000,28000
T0047329,P01,2,22000,44000
T0047330,P06,1,28000,28000
T0047331,P07,1,24000,24000
T0047332,P07,2,24000,48000
T0047332,P04,1,25000,25000
T0047333,P04,3,25000,75000
T0047334,P02,2,18000,36000
T0047334,P10,1,20000,20000
T0047334,P04,1,25000,25000
T0047335,P03,2,25000,50000
T0047336,P07,1,24000,24000
T0047336,P03,2,25000,50000
T0047337,P06,2,28000,56000
T0047338,P08,1,18000,18000
T0047339,P07,2,24000,48000
T0047340,P05,1,15000,15000
T0047340,P01,2,22000,44000
T0047341,P04,1,25000,25000
T0047341,P09,1,15000,15000
T0047341,P05,1,15000,15000
T0047342,P10,2,20000,40000
T0047343,P04,1,25000,25000
T0047343,P05,1,15000,15000
T0047343,P09,1,15000,15000
T0047343,P08,1,18000,18000
T0047344,P03,1,25000,25000
T0047344,P04,1,25000,25000
T0047344,P07,1,24000,24000
T0047345,P03,1,25000,25000
T0047345,P13,1,12000,12000
T0047345,P04,1,25000,25000
T0047346,P12,1,14000,14000
T0047346,P07,2,24000,48000
T0047346,P05,2,15000,30000
T0047346,P08,1,18000,18000
T0047347,P03,1,25000,25000
T0047348,P11,1,35000,35000
T0047348,P06,2,28000,56000
T0047349,P05,1,15000,15000
T0047349,P06,1,28000,28000
T0047350,P08,1,18000,18000
T0047351,P03,1,25000,25000
T0047352,P01,1,22000,22000
T0047352,P08,1,18000,18000
T0047352,P02,1,18000,18000
T0047353,P12,1,14000,14000
T0047353,P05,1,15000,15000
T0047353,P02,1,18000,18000
T0047354,P10,3,20000,60000
T0047354,P06,1,28000,28000
T0047355,P03,1,25000,25000
T0047356,P05,1,15000,15000
T0047356,P02,1,18000,18000
T0047357,P08,1,18000,18000
T0047357,P06,2,28000,56000
T0047358,P05,1,15000,15000
T0047359,P01,1,22000,22000
T0047360,P10,1,20000,20000
T0047360,P01,2,22000,44000
T0047361,P03,1,25000,25000
T0047361,P13,1,12000,12000
T0047362,P02,1,18000,18000
T0047363,P05,2,15000,30000
T0047363,P01,1,22000,22000
T0047363,P10,1,20000,20000
T0047364,P04,1,25000,25000
T0047365,P06,2,28000,56000
T0047365,P03,1,25000,25000
T0047366,P03,2,25000,50000
T0047367,P04,1,25000,25000
T0047368,P07,1,24000,24000
T0047369,P04,3,25000,75000
T0047369,P01,1,22000,22000
T0047370,P05,1,15000,15000
T0047370,P06,1,28000,28000
T0047371,P07,2,24000,48000
T0047372,P06,1,28000,28000
T0047372,P08,1,18000,18000
T0047373,P02,1,18000,18000
T0047373,P13,1,12000,12000
T0047373,P12,2,14000,28000
T0047374,P04,1,25000,25000
T0047374,P01,1,22000,22000
T0047375,P07,1,24000,24000
T0047375,P13,1,12000,12000
T0047376,P07,1,24000,24000
T0047376,P06,1,28000,28000
T0047376,P11,1,35000,35000
T0047376,P03,1,25000,25000
T0047377,P08,1,18000,18000
T0047377,P11,1,35000,35000
T0047377,P01,1,22000,22000
T0047378,P11,1,35000,35000
T0047378,P06,1,28000,28000
T0047379,P01,1,22000,22000
T0047379,P08,1,18000,18000
T0047379,P03,1,25000,25000
T0047379,P02,1,18000,18000
T0047380,P11,3,35000,105000
T0047380,P04,1,25000,25000
T0047380,P03,1,25000,25000
T0047381,P08,3,18000,54000
T0047381,P07,1,24000,24000
T0047382,P01,1,22000,22000
T0047383,P05,1,15000,15000
T0047383,P04,1,25000,25000
T0047384,P07,1,24000,24000
T0047384,P05,1,15000,15000
T0047384,P03,1,25000,25000
T0047385,P11,1,35000,35000
T0047386,P05,2,15000,30000
T0047386,P12,1,14000,14000
T0047387,P08,1,18000,18000
T0047387,P07,1,24000,24000
T0047387,P06,2,28000,56000
T0047388,P08,1,18000,18000
T0047389,P07,2,24000,48000
T0047389,P06,1,28000,28000
T0047389,P03,1,25000,25000
T0047390,P03,1,25000,25000
T0047390,P08,1,18000,18000
T0047391,P10,1,20000,20000
T0047391,P04,1,25000,25000
T0047391,P08,1,18000,18000
T0047392,P07,1,24000,24000
T0047393,P01,1,22000,22000
T0047394,P02,1,18000,18000
T0047395,P02,1,18000,18000
T0047396,P05,1,15000,15000
T0047397,P08,1,18000,18000
T0047397,P06,2,28000,56000
T0047398,P06,1,28000,28000
T0047399,P12,1,14000,14000
T0047400,P11,1,35000,35000
T0047400,P09,1,15000,15000
T0047401,P13,1,12000,12000
T0047401,P01,1,22000,22000
T0047402,P03,3,25000,75000
T0047403,P04,3,25000,75000
T0047404,P02,1,18000,18000
T0047404,P01,1,22000,22000
T0047404,P06,1,28000,28000
T0047405,P06,1,28000,28000
T0047405,P07,1,24000,24000
T0047406,P09,2,15000,30000
T0047407,P08,1,18000,18000
T0047407,P09,1,15000,15000
T0047408,P03,1,25000,25000
T0047409,P12,1,14000,14000
T0047410,P06,3,28000,84000
T0047410,P03,1,25000,25000
T0047410,P05,1,15000,15000
T0047410,P07,2,24000,48000
T0047411,P11,1,35000,35000
T0047412,P01,1,22000,22000
T0047412,P13,2,12000,24000
T0047412,P12,1,14000,14000
T0047412,P06,1,28000,28000
T0047413,P08,1,18000,18000
T0047413,P02,2,18000,36000
T0047414,P04,2,25000,50000
T0047414,P01,1,22000,22000
T0047414,P03,1,25000,25000
T0047415,P04,1,25000,25000
T0047416,P09,1,15000,15000
T0047417,P13,1,12000,12000
T0047418,P09,3,15000,45000
T0047418,P08,3,18000,54000
T0047418,P11,1,35000,35000
T0047419,P13,1,12000,12000
T0047420,P03,2,25000,50000
T0047420,P07,1,24000,24000
T0047421,P07,1,24000,24000
T0047422,P03,1,25000,25000
T0047422,P01,1,22000,22000
T0047422,P04,1,25000,25000
T0047423,P12,1,14000,14000
T0047423,P06,1,28000,28000
T0047424,P12,1,14000,14000
T0047424,P08,1,18000,18000
T0047425,P12,1,14000,14000
T0047425,P01,1,22000,22000
T0047426,P06,1,28000,28000
T0047426,P05,1,15000,15000
T0047426,P02,1,18000,18000
T0047427,P07,2,24000,48000
T0047427,P05,1,15000,15000
T0047427,P08,1,18000,18000
T0047428,P06,1,28000,28000
T0047429,P08,2,18000,36000
T0047430,P05,1,15000,15000
T0047431,P01,1,22000,22000
T0047431,P08,1,18000,18000
T0047432,P10,1,20000,20000
T0047433,P04,1,25000,25000
T0047433,P05,2,15000,30000
T0047434,P01,1,22000,22000
T0047434,P05,1,15000,15000
T0047434,P03,2,25000,50000
T0047435,P08,1,18000,18000
T0047435,P05,1,15000,15000
T0047436,P01,1,22000,22000
T0047436,P10,1,20000,20000
T0047437,P11,1,35000,35000
T0047438,P08,1,18000,18000
T0047438,P03,2,25000,50000
T0047439,P11,2,35000,70000
T0047440,P13,1,12000,12000
T0047440,P03,1,25000,25000
T0047440,P02,1,18000,18000
T0047440,P01,1,22000,22000
T0047441,P03,1,25000,25000
T0047441,P13,1,12000,12000
T0047442,P12,2,14000,28000
T0047443,P01,1,22000,22000
T0047444,P08,1,18000,18000
T0047444,P05,1,15000,15000
T0047445,P02,1,18000,18000
T0047445,P12,1,14000,14000
T0047446,P12,1,14000,14000
T0047446,P06,1,28000,28000
T0047447,P10,1,20000,20000
T0047447,P01,1,22000,22000
T0047447,P13,1,12000,12000
T0047447,P09,1,15000,15000
T0047448,P05,1,15000,15000
T0047448,P07,1,24000,24000
T0047449,P05,3,15000,45000
T0047450,P01,2,22000,44000
T0047450,P09,1,15000,15000
T0047450,P07,1,24000,24000
T0047451,P03,1,25000,25000
T0047451,P08,1,18000,18000
T0047452,P08,1,18000,18000
T0047452,P06,1,28000,28000
T0047452,P03,1,25000,25000
T0047453,P05,2,15000,30000
T0047453,P01,1,22000,22000
T0047453,P02,1,18000,18000
T0047454,P04,1,25000,25000
T0047455,P01,1,22000,22000
T0047456,P02,2,18000,36000
T0047457,P07,1,24000,24000
T0047458,P06,1,28000,28000
T0047458,P04,1,25000,25000
T0047459,P05,2,15000,30000
T0047459,P06,1,28000,28000
T0047460,P03,1,25000,25000
T0047461,P09,1,15000,15000
T0047461,P12,1,14000,14000
T0047462,P01,1,22000,22000
T0047462,P07,1,24000,24000
T0047462,P08,1,18000,18000
T0047463,P01,2,22000,44000
T0047463,P12,1,14000,14000
T0047463,P10,3,20000,60000
T0047464,P04,1,25000,25000
T0047464,P05,1,15000,15000
T0047465,P02,1,18000,18000
T0047466,P12,1,14000,14000
T0047466,P05,1,15000,15000
T0047466,P08,1,18000,18000
T0047467,P06,1,28000,28000
T0047467,P05,1,15000,15000
T0047468,P08,1,18000,18000
T0047468,P10,1,20000,20000
T0047469,P11,1,35000,35000
T0047470,P04,1,25000,25000
T0047470,P03,1,25000,25000
T0047471,P07,1,24000,24000
T0047471,P02,1,18000,18000
T0047472,P07,1,24000,24000
T0047472,P06,1,28000,28000
T0047472,P08,2,18000,36000
T0047473,P07,1,24000,24000
T0047473,P06,1,28000,28000
T0047474,P07,1,24000,24000
T0047475,P06,1,28000,28000
T0047475,P08,1,18000,18000
T0047475,P04,1,25000,25000
T0047476,P11,1,35000,35000
T0047477,P06,1,28000,28000
T0047477,P08,2,18000,36000
T0047478,P01,1,22000,22000
T0047479,P04,2,25000,50000
T0047480,P01,1,22000,22000
T0047480,P05,1,15000,15000
T0047480,P06,1,28000,28000
T0047481,P05,2,15000,30000
T0047482,P06,2,28000,56000
T0047482,P03,1,25000,25000
T0047483,P07,1,24000,24000
T0047484,P08,1,18000,18000
T0047485,P08,1,18000,18000
T0047485,P04,1,25000,25000
T0047486,P01,1,22000,22000
T0047486,P05,1,15000,15000
T0047486,P04,2,25000,50000
T0047487,P03,1,25000,25000
T0047487,P02,1,18000,18000
T0047487,P11,2,35000,70000
T0047487,P10,1,20000,20000
T0047488,P03,1,25000,25000
T0047488,P06,1,28000,28000
T0047489,P02,3,18000,54000
T0047489,P09,1,15000,15000
T0047489,P01,1,22000,22000
T0047490,P09,1,15000,15000
T0047490,P08,1,18000,18000
T0047490,P01,2,22000,44000
T0047491,P08,2,18000,36000
T0047491,P06,1,28000,28000
T0047492,P11,1,35000,35000
T0047493,P07,1,24000,24000
T0047493,P01,2,22000,44000
T0047494,P02,1,18000,18000
T0047494,P12,1,14000,14000
T0047495,P08,1,18000,18000
T0047495,P05,2,15000,30000
T0047496,P01,2,22000,44000
T0047496,P03,3,25000,75000
T0047497,P08,1,18000,18000
T0047498,P11,2,35000,70000
T0047499,P06,2,28000,56000
T0047499,P03,1,25000,25000
T0047499,P08,2,18000,36000
T0047500,P08,1,18000,18000
T0047500,P06,1,28000,28000
T0047501,P12,2,14000,28000
T0047502,P08,1,18000,18000
T0047502,P05,2,15000,30000
T0047503,P01,2,22000,44000
T0047504,P09,1,15000,15000
T0047505,P05,1,15000,15000
T0047505,P06,2,28000,56000
T0047505,P13,2,12000,24000
T0047506,P10,1,20000,20000
T0047506,P06,2,28000,56000
T0047506,P08,1,18000,18000
T0047507,P07,1,24000,24000
T0047507,P09,2,15000,30000
T0047508,P08,1,18000,18000
T0047509,P01,1,22000,22000
T0047510,P06,1,28000,28000
T0047511,P03,2,25000,50000
T0047512,P06,2,28000,56000
T0047513,P02,1,18000,18000
T0047513,P01,1,22000,22000
T0047513,P05,1,15000,15000
T0047513,P03,1,25000,25000
T0047514,P05,1,15000,15000
T0047515,P05,1,15000,15000
T0047516,P06,1,28000,28000
T0047516,P11,1,35000,35000
T0047516,P07,2,24000,48000
T0047517,P04,1,25000,25000
T0047517,P06,2,28000,56000
T0047517,P05,1,15000,15000
T0047517,P01,1,22000,22000
T0047518,P12,1,14000,14000
T0047519,P05,1,15000,15000
T0047520,P03,2,25000,50000
T0047520,P01,1,22000,22000
T0047521,P12,2,14000,28000
T0047521,P08,2,18000,36000
T0047521,P04,1,25000,25000
T0047522,P06,1,28000,28000
T0047522,P03,1,25000,25000
T0047523,P01,2,22000,44000
T0047524,P01,1,22000,22000
T0047524,P11,1,35000,35000
T0047525,P08,1,18000,18000
T0047526,P11,1,35000,35000
T0047526,P03,1,25000,25000
T0047527,P05,1,15000,15000
T0047528,P10,1,20000,20000
T0047529,P07,1,24000,24000
T0047529,P01,3,22000,66000
T0047529,P04,1,25000,25000
T0047530,P08,1,18000,18000
T0047530,P01,1,22000,22000
T0047531,P01,1,22000,22000
T0047531,P06,1,28000,28000
T0047532,P08,2,18000,36000
T0047533,P04,1,25000,25000
T0047533,P12,1,14000,14000
T0047534,P02,1,18000,18000
T0047534,P03,1,25000,25000
T0047535,P10,1,20000,20000
T0047536,P04,1,25000,25000
T0047536,P08,1,18000,18000
T0047537,P05,2,15000,30000
T0047537,P04,2,25000,50000
T0047538,P01,1,22000,22000
T0047539,P06,1,28000,28000
T0047539,P01,2,22000,44000
T0047540,P10,1,20000,20000
T0047541,P07,1,24000,24000
T0047541,P01,1,22000,22000
T0047542,P01,1,22000,22000
T0047543,P11,1,35000,35000
T0047544,P05,1,15000,15000
T0047545,P03,1,25000,25000
T0047545,P05,1,15000,15000
T0047545,P06,2,28000,56000
T0047546,P04,1,25000,25000
T0047547,P10,1,20000,20000
T0047548,P04,2,25000,50000
T0047548,P11,1,35000,35000
T0047548,P07,1,24000,24000
T0047549,P07,2,24000,48000
T0047549,P09,1,15000,15000
T0047550,P08,1,18000,18000
T0047550,P04,1,25000,25000
T0047551,P04,1,25000,25000
T0047551,P07,2,24000,48000
T0047551,P01,2,22000,44000
T0047551,P05,2,15000,30000
T0047552,P08,2,18000,36000
T0047552,P04,1,25000,25000
T0047553,P04,1,25000,25000
T0047553,P02,1,18000,18000
T0047554,P04,2,25000,50000
T0047555,P07,3,24000,72000
T0047556,P05,1,15000,15000
T0047557,P13,1,12000,12000
T0047558,P07,1,24000,24000
T0047558,P08,1,18000,18000
T0047559,P04,1,25000,25000
T0047560,P01,1,22000,22000
T0047560,P02,1,18000,18000
T0047561,P09,1,15000,15000
T0047561,P03,1,25000,25000
T0047561,P04,1,25000,25000
T0047561,P07,1,24000,24000
T0047562,P05,1,15000,15000
T0047562,P06,1,28000,28000
T0047562,P07,1,24000,24000
T0047562,P01,1,22000,22000
T0047563,P03,1,25000,25000
T0047563,P02,1,18000,18000
T0047563,P01,1,22000,22000
T0047563,P06,3,28000,84000
T0047564,P01,1,22000,22000
T0047565,P03,1,25000,25000
T0047565,P01,2,22000,44000
T0047565,P05,1,15000,15000
T0047566,P07,2,24000,48000
T0047567,P07,1,24000,24000
T0047568,P08,1,18000,18000
T0047569,P03,1,25000,25000
T0047569,P02,2,18000,36000
T0047569,P06,1,28000,28000
T0047570,P01,1,22000,22000
T0047571,P03,1,25000,25000
T0047571,P07,1,24000,24000
T0047572,P04,1,25000,25000
T0047573,P02,1,18000,18000
T0047574,P13,1,12000,12000
T0047575,P05,1,15000,15000
T0047576,P03,1,25000,25000
T0047577,P05,1,15000,15000
T0047578,P02,1,18000,18000
T0047579,P03,2,25000,50000
T0047579,P08,3,18000,54000
T0047580,P12,1,14000,14000
T0047581,P13,1,12000,12000
T0047581,P03,1,25000,25000
T0047582,P04,3,25000,75000
T0047582,P01,2,22000,44000
T0047582,P03,1,25000,25000
T0047583,P05,1,15000,15000
T0047584,P07,1,24000,24000
T0047585,P02,1,18000,18000
T0047586,P10,2,20000,40000
T0047587,P07,1,24000,24000
T0047588,P06,2,28000,56000
T0047588,P07,1,24000,24000
T0047588,P08,1,18000,18000
T0047588,P02,1,18000,18000
T0047589,P07,1,24000,24000
T0047589,P02,1,18000,18000
T0047590,P01,2,22000,44000
T0047590,P03,1,25000,25000
T0047590,P07,2,24000,48000
T0047591,P12,1,14000,14000
T0047592,P10,2,20000,40000
T0047592,P03,1,25000,25000
T0047593,P08,1,18000,18000
T0047594,P03,1,25000,25000
T0047595,P12,1,14000,14000
T0047596,P03,1,25000,25000
T0047597,P04,1,25000,25000
T0047598,P04,1,25000,25000
T0047598,P06,2,28000,56000
T0047599,P01,1,22000,22000
T0047599,P03,1,25000,25000
T0047600,P02,2,18000,36000
T0047600,P09,1,15000,15000
T0047600,P13,3,12000,36000
T0047601,P04,1,25000,25000
T0047601,P08,1,18000,18000
T0047601,P07,2,24000,48000
T0047602,P09,1,15000,15000
T0047602,P07,2,24000,48000
T0047602,P10,1,20000,20000
T0047603,P06,2,28000,56000
T0047603,P13,2,12000,24000
T0047604,P05,1,15000,15000
T0047605,P04,1,25000,25000
T0047605,P07,2,24000,48000
T0047606,P06,1,28000,28000
T0047606,P12,1,14000,14000
T0047606,P02,1,18000,18000
T0047606,P04,1,25000,25000
T0047607,P07,1,24000,24000
T0047608,P05,2,15000,30000
T0047608,P01,2,22000,44000
T0047609,P01,2,22000,44000
T0047609,P03,1,25000,25000
T0047610,P04,1,25000,25000
T0047610,P08,3,18000,54000
T0047611,P01,2,22000,44000
T0047612,P11,2,35000,70000
T0047613,P13,1,12000,12000
T0047613,P04,1,25000,25000
T0047614,P08,1,18000,18000
T0047615,P02,2,18000,36000
T0047615,P01,1,22000,22000
T0047616,P02,2,18000,36000
T0047616,P06,1,28000,28000
T0047616,P01,1,22000,22000
T0047616,P03,2,25000,50000
T0047617,P07,2,24000,48000
T0047618,P10,1,20000,20000
T0047618,P12,1,14000,14000
T0047619,P08,1,18000,18000
T0047620,P12,2,14000,28000
T0047621,P01,1,22000,22000
T0047622,P09,1,15000,15000
T0047623,P02,1,18000,18000
T0047624,P02,1,18000,18000
T0047625,P08,1,18000,18000
T0047626,P05,2,15000,30000
T0047626,P02,1,18000,18000
T0047627,P08,1,18000,18000
T0047628,P02,1,18000,18000
T0047628,P03,2,25000,50000
T0047628,P07,1,24000,24000
T0047629,P02,3,18000,54000
T0047630,P06,1,28000,28000
T0047630,P01,1,22000,22000
T0047630,P08,1,18000,18000
T0047631,P08,1,18000,18000
T0047631,P03,1,25000,25000
